"Electricity t&D losses plus Own Use Losses from the IEA Database 1990 and 2005, decrease in future",,,,,
"This sheet was created October 2007, gpk",,,,,
It is used if ownuse is considered as a separate supplysector,,,,,
,,,,,

Fill in data on electricity_net_ownuse supplysector,,,,,

supplysector features,,,,,
INPUT_TABLE,,,,,
Variable ID,,,,,
650,,,,,
,,,,,price
Region,supplysector,output-unit,input-unit,price-unit,1975
Africa,electricity_net_ownuse,EJ,EJ,1975$/GJ,6.75
Australia_NZ,electricity_net_ownuse,EJ,EJ,1975$/GJ,6.06
Canada,electricity_net_ownuse,EJ,EJ,1975$/GJ,6.33
China,electricity_net_ownuse,EJ,EJ,1975$/GJ,6.92
Eastern Europe,electricity_net_ownuse,EJ,EJ,1975$/GJ,7.83
Former Soviet Union,electricity_net_ownuse,EJ,EJ,1975$/GJ,8.27
India,electricity_net_ownuse,EJ,EJ,1975$/GJ,6.94
Japan,electricity_net_ownuse,EJ,EJ,1975$/GJ,6.70
Korea,electricity_net_ownuse,EJ,EJ,1975$/GJ,7.50
Latin America,electricity_net_ownuse,EJ,EJ,1975$/GJ,8.24
Middle East,electricity_net_ownuse,EJ,EJ,1975$/GJ,8.76
Southeast Asia,electricity_net_ownuse,EJ,EJ,1975$/GJ,7.59
USA,electricity_net_ownuse,EJ,EJ,1975$/GJ,6.35
Western Europe,electricity_net_ownuse,EJ,EJ,1975$/GJ,6.62


subsector features,,,,,
INPUT_TABLE,,,,,
Variable ID,,,,,
660,,,,,,

Region,supplysector,subsector,logitexp,sharewt,fuelprefElasticity,FixedInvestment
Africa,electricity_net_ownuse,electricity_net_ownuse,-3,1,0,-1
Australia_NZ,electricity_net_ownuse,electricity_net_ownuse,-3,1,0,-1
Canada,electricity_net_ownuse,electricity_net_ownuse,-3,1,0,-1
China,electricity_net_ownuse,electricity_net_ownuse,-3,1,0,-1
Eastern Europe,electricity_net_ownuse,electricity_net_ownuse,-3,1,0,-1
Former Soviet Union,electricity_net_ownuse,electricity_net_ownuse,-3,1,0,-1
India,electricity_net_ownuse,electricity_net_ownuse,-3,1,0,-1
Japan,electricity_net_ownuse,electricity_net_ownuse,-3,1,0,-1
Korea,electricity_net_ownuse,electricity_net_ownuse,-3,1,0,-1
Latin America,electricity_net_ownuse,electricity_net_ownuse,-3,1,0,-1
Middle East,electricity_net_ownuse,electricity_net_ownuse,-3,1,0,-1
Southeast Asia,electricity_net_ownuse,electricity_net_ownuse,-3,1,0,-1
USA,electricity_net_ownuse,electricity_net_ownuse,-3,1,0,-1
Western Europe,electricity_net_ownuse,electricity_net_ownuse,-3,1,0,-1,,,,,,


non-energy costs,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,
Variable ID,,,,,,,,,,,,
670,,,,,,,,,,,,
,,,,non-energy costs,,,,,,,,
Region,supplysector,subsector,technology,1975,1990,2005,2020,2035,2050,2065,2080,2095
Africa,electricity_net_ownuse,electricity_net_ownuse,electricity_net_ownuse,0,0,0,0,0,0,0,0,0
Australia_NZ,electricity_net_ownuse,electricity_net_ownuse,electricity_net_ownuse,0,0,0,0,0,0,0,0,0
Canada,electricity_net_ownuse,electricity_net_ownuse,electricity_net_ownuse,0,0,0,0,0,0,0,0,0
China,electricity_net_ownuse,electricity_net_ownuse,electricity_net_ownuse,0,0,0,0,0,0,0,0,0
Eastern Europe,electricity_net_ownuse,electricity_net_ownuse,electricity_net_ownuse,0,0,0,0,0,0,0,0,0
Former Soviet Union,electricity_net_ownuse,electricity_net_ownuse,electricity_net_ownuse,0,0,0,0,0,0,0,0,0
India,electricity_net_ownuse,electricity_net_ownuse,electricity_net_ownuse,0,0,0,0,0,0,0,0,0
Japan,electricity_net_ownuse,electricity_net_ownuse,electricity_net_ownuse,0,0,0,0,0,0,0,0,0,
Korea,electricity_net_ownuse,electricity_net_ownuse,electricity_net_ownuse,0,0,0,0,0,0,0,0,0,
Latin America,electricity_net_ownuse,electricity_net_ownuse,electricity_net_ownuse,0,0,0,0,0,0,0,0,0,
Middle East,electricity_net_ownuse,electricity_net_ownuse,electricity_net_ownuse,0,0,0,0,0,0,0,0,0,
Southeast Asia,electricity_net_ownuse,electricity_net_ownuse,electricity_net_ownuse,0,0,0,0,0,0,0,0,0,
USA,electricity_net_ownuse,electricity_net_ownuse,electricity_net_ownuse,0,0,0,0,0,0,0,0,0,
Western Europe,electricity_net_ownuse,electricity_net_ownuse,electricity_net_ownuse,0,0,0,0,0,0,0,0,0,

Ownuse losses,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,
Variable ID,,,,,,generic rate of ownuse improvement,,,,,,,
667,,,,,,0.025%,,,,,,,
,,,,,Efficiencies,,,,,,,,
Region,supplysector,subsector,technology,minicam-energy-input,1975,1990,2005,2020,2035,2050,2065,2080,2095
Africa,electricity_net_ownuse,electricity_net_ownuse,electricity_net_ownuse,electricity,0.935,0.935,0.936,0.940,0.943,0.947,0.950,0.954,0.957
Australia_NZ,electricity_net_ownuse,electricity_net_ownuse,electricity_net_ownuse,electricity,0.942,0.942,0.928,0.931,0.935,0.938,0.942,0.946,0.949
Canada,electricity_net_ownuse,electricity_net_ownuse,electricity_net_ownuse,electricity,0.963,0.963,0.963,0.966,0.970,0.974,0.977,0.981,0.985
China,electricity_net_ownuse,electricity_net_ownuse,electricity_net_ownuse,electricity,0.921,0.921,0.913,0.917,0.920,0.923,0.927,0.930,0.934
Eastern Europe,electricity_net_ownuse,electricity_net_ownuse,electricity_net_ownuse,electricity,0.897,0.897,0.915,0.918,0.922,0.925,0.929,0.932,0.936
Former Soviet Union,electricity_net_ownuse,electricity_net_ownuse,electricity_net_ownuse,electricity,0.932,0.932,0.922,0.925,0.929,0.932,0.936,0.939,0.943
India,electricity_net_ownuse,electricity_net_ownuse,electricity_net_ownuse,electricity,0.922,0.922,0.931,0.935,0.938,0.942,0.945,0.949,0.953
Japan,electricity_net_ownuse,electricity_net_ownuse,electricity_net_ownuse,electricity,0.950,0.950,0.950,0.953,0.957,0.960,0.964,0.968,0.971
Korea,electricity_net_ownuse,electricity_net_ownuse,electricity_net_ownuse,electricity,0.930,0.930,0.956,0.960,0.963,0.967,0.970,0.974,0.978
Latin America,electricity_net_ownuse,electricity_net_ownuse,electricity_net_ownuse,electricity,0.964,0.964,0.964,0.967,0.971,0.974,0.978,0.982,0.985
Middle East,electricity_net_ownuse,electricity_net_ownuse,electricity_net_ownuse,electricity,0.894,0.894,0.911,0.914,0.918,0.921,0.925,0.928,0.932
Southeast Asia,electricity_net_ownuse,electricity_net_ownuse,electricity_net_ownuse,electricity,0.945,0.945,0.947,0.951,0.954,0.958,0.961,0.965,0.969
USA,electricity_net_ownuse,electricity_net_ownuse,electricity_net_ownuse,electricity,0.931,0.931,0.941,0.944,0.948,0.951,0.955,0.959,0.962
Western Europe,electricity_net_ownuse,electricity_net_ownuse,electricity_net_ownuse,electricity,0.930,0.930,0.940,0.944,0.947,0.951,0.955,0.958,0.962
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Transmission and distribution losses: efficiencies,,,,,"past 2005, improve at same rate as old model data",,,,,,,,
